name,price,new_name,First_Name,Last_Name,New_Price,above_100
Matthew Wood,82.29692586173428,Matthew Wood,Matthew,Wood,82.3,
Laura Stewart,104.90876116947359,Laura Stewart,Laura,Stewart,104.91,True
Theodore Santos,10.7301413555291,Theodore Santos,Theodore,Santos,10.73,
Victor Walls,50.67074799311946,Victor Walls,Victor,Walls,50.67,
Kayla Taylor,290.46310651786507,Kayla Taylor,Kayla,Taylor,290.46,True
Bobby Garcia,267.1637081980928,Bobby Garcia,Bobby,Garcia,267.16,True
Darren Perry,118.30771417298584,Darren Perry,Darren,Perry,118.31,True
Kathy Fernandez,43.03012378662737,Kathy Fernandez,Kathy,Fernandez,43.03,
Ann Brown,248.99591954718983,Ann Brown,Ann,Brown,249.0,True
Victoria Bowman,191.2112641407121,Victoria Bowman,Victoria,Bowman,191.21,True
Kathleen Schmidt,215.1072445590429,Kathleen Schmidt,Kathleen,Schmidt,215.11,True
Jack Jenkins,40.92901519703611,Jack Jenkins,Jack,Jenkins,40.93,
Caitlin Ferrell,3.6376236928714616,Caitlin Ferrell,Caitlin,Ferrell,3.64,
Thomas Robinson,155.68754586223397,Thomas Robinson,Thomas,Robinson,155.69,True
Tina Murphy,137.19638325610902,Tina Murphy,Tina,Murphy,137.2,True
Emily Schultz,241.87613674703286,Emily Schultz,Emily,Schultz,241.88,True
Michelle Clark,228.1527517749963,Michelle Clark,Michelle,Clark,228.15,True
Mr. Michael Vaughn,123.48398698582163,Michael Vaughn,Michael,Vaughn,123.48,True
Michael Sims,142.23336591914656,Michael Sims,Michael,Sims,142.23,True
Christina Glass DDS,229.93845077541818,Christina Glass DDS,Christina,Glass,229.94,True
Rhonda Hinton,176.6581057693113,Rhonda Hinton,Rhonda,Hinton,176.66,True
Natalie Herrera,96.70920436615637,Natalie Herrera,Natalie,Herrera,96.71,
Ashley Morgan,159.2507418160181,Ashley Morgan,Ashley,Morgan,159.25,True
Robert Harris,225.21498523954742,Robert Harris,Robert,Harris,225.21,True
Mark Jones,30.031013738911014,Mark Jones,Mark,Jones,30.03,
Bryan Knox,295.2431053625174,Bryan Knox,Bryan,Knox,295.24,True
Deanna Hill,11.168133829759997,Deanna Hill,Deanna,Hill,11.17,
Justin Owens,114.520009050585,Justin Owens,Justin,Owens,114.52,True
William Curtis,275.2931122930698,William Curtis,William,Curtis,275.29,True
Nicole Zhang,183.37597718623118,Nicole Zhang,Nicole,Zhang,183.38,True
Denise Peters,279.20351897049414,Denise Peters,Denise,Peters,279.2,True
Brian Martinez,216.43821724560271,Brian Martinez,Brian,Martinez,216.44,True
Katie Williams,92.09179493587018,Katie Williams,Katie,Williams,92.09,
Melissa Sanchez,7.361219706958589,Melissa Sanchez,Melissa,Sanchez,7.36,
Nathan Smith,236.8686907950098,Nathan Smith,Nathan,Smith,236.87,True
Elizabeth Lloyd,221.27256814461828,Elizabeth Lloyd,Elizabeth,Lloyd,221.27,True
Brian Miller,220.53836538566375,Brian Miller,Brian,Miller,220.54,True
Kevin Lin,66.53655350920685,Kevin Lin,Kevin,Lin,66.54,
Ryan Lee,148.3049583305282,Ryan Lee,Ryan,Lee,148.3,True
Rachel Bates,47.63956007985733,Rachel Bates,Rachel,Bates,47.64,
Tina Le,288.33282273059615,Tina Le,Tina,Le,288.33,True
Gregory Wells,161.82955802163218,Gregory Wells,Gregory,Wells,161.83,True
Shelly Archer,142.5609566276204,Shelly Archer,Shelly,Archer,142.56,True
James Love,146.05476232379584,James Love,James,Love,146.05,True
Laura Park,131.74163517388996,Laura Park,Laura,Park,131.74,True
Diana Williams,82.38285807447706,Diana Williams,Diana,Williams,82.38,
Amy Burke,77.89454536531967,Amy Burke,Amy,Burke,77.89,
Aaron Odom,210.18529416801655,Aaron Odom,Aaron,Odom,210.19,True
Jack Moreno,101.85173991876015,Jack Moreno,Jack,Moreno,101.85,True
Sara Huff,287.34781060159594,Sara Huff,Sara,Huff,287.35,True
Kayla Perry,258.4943401253245,Kayla Perry,Kayla,Perry,258.49,True
Kimberly Hernandez,204.70375182539715,Kimberly Hernandez,Kimberly,Hernandez,204.7,True
David Manning,255.65750123193726,David Manning,David,Manning,255.66,True
Connie Hudson,184.67731300221084,Connie Hudson,Connie,Hudson,184.68,True
Laura Smith,241.0045612551971,Laura Smith,Laura,Smith,241.0,True
Susan Ward,220.2433369269255,Susan Ward,Susan,Ward,220.24,True
Brandon Smith,15.50742532282826,Brandon Smith,Brandon,Smith,15.51,
Tara Rush,261.3083817698712,Tara Rush,Tara,Rush,261.31,True
Joshua Smith,292.3935574337463,Joshua Smith,Joshua,Smith,292.39,True
Eric Ponce,241.20084932931368,Eric Ponce,Eric,Ponce,241.2,True
Drew Fowler,229.38118525785495,Drew Fowler,Drew,Fowler,229.38,True
Dean Taylor,143.21205931314563,Dean Taylor,Dean,Taylor,143.21,True
Mary Cox,83.10525329505258,Mary Cox,Mary,Cox,83.11,
Christopher Bernard,286.62318118222925,Christopher Bernard,Christopher,Bernard,286.62,True
Victoria Marshall,224.22483943244782,Victoria Marshall,Victoria,Marshall,224.22,True
Gina Cantrell,228.9263907715687,Gina Cantrell,Gina,Cantrell,228.93,True
Lauren Harris,115.28159074964405,Lauren Harris,Lauren,Harris,115.28,True
Katherine Williams,3.9032259469558017,Katherine Williams,Katherine,Williams,3.9,
Destiny Carter,68.58714415806463,Destiny Carter,Destiny,Carter,68.59,
Joshua Murphy,290.73556588366137,Joshua Murphy,Joshua,Murphy,290.74,True
Mary Oconnell,2.617958431522172,Mary Oconnell,Mary,Oconnell,2.62,
Matthew Ford MD,207.09778699598255,Matthew Ford MD,Matthew,Ford,207.1,True
Dakota Lewis,289.3924431381708,Dakota Lewis,Dakota,Lewis,289.39,True
Hannah Hardin,271.1658212856356,Hannah Hardin,Hannah,Hardin,271.17,True
Tina Romero,177.19032948892846,Tina Romero,Tina,Romero,177.19,True
Kristen Matthews,237.1213401056953,Kristen Matthews,Kristen,Matthews,237.12,True
Kathleen Riddle,291.07482432064444,Kathleen Riddle,Kathleen,Riddle,291.07,True
Barry Gomez,162.7130898159996,Barry Gomez,Barry,Gomez,162.71,True
Samuel Howell,40.61795941631273,Samuel Howell,Samuel,Howell,40.62,
Miss Laura Lee,91.29721839713557,Laura Lee,Laura,Lee,91.3,
Brendan Osborne DVM,276.27924569536344,Brendan Osborne DVM,Brendan,Osborne,276.28,True
Sylvia Guerra,182.97089660996122,Sylvia Guerra,Sylvia,Guerra,182.97,True
Michael Farrell,226.43412601805096,Michael Farrell,Michael,Farrell,226.43,True
Gregory Andrews,49.72095370136913,Gregory Andrews,Gregory,Andrews,49.72,
Nicole Short,47.781455651867354,Nicole Short,Nicole,Short,47.78,
Leonard Cole,18.00912332130401,Leonard Cole,Leonard,Cole,18.01,
Scott Dean,251.80195745975757,Scott Dean,Scott,Dean,251.8,True
Justin Nichols,238.4065922979158,Justin Nichols,Justin,Nichols,238.41,True
Daniel Marquez,226.3370405410871,Daniel Marquez,Daniel,Marquez,226.34,True
Curtis Vasquez,118.56738606938588,Curtis Vasquez,Curtis,Vasquez,118.57,True
Anthony Miller,57.56305715554054,Anthony Miller,Anthony,Miller,57.56,
Mrs. Lori Rowe,148.6442505460839,Lori Rowe,Lori,Rowe,148.64,True
Melissa Nash,21.072894511875795,Melissa Nash,Melissa,Nash,21.07,
Michael Moran,58.18889720371793,Michael Moran,Michael,Moran,58.19,
Ann Price,108.60463025555369,Ann Price,Ann,Price,108.6,True
Chris Morales,112.18323709078426,Chris Morales,Chris,Morales,112.18,True
Linda Barker,164.57782238449386,Linda Barker,Linda,Barker,164.58,True
Brent Erickson,206.3316885138672,Brent Erickson,Brent,Erickson,206.33,True
Bradley Mercer,99.10333146549787,Bradley Mercer,Bradley,Mercer,99.1,
Roger Mercado,60.219760002532205,Roger Mercado,Roger,Mercado,60.22,
Steven Smith,41.0464854143447,Steven Smith,Steven,Smith,41.05,
John Melendez,175.54327744077995,John Melendez,John,Melendez,175.54,True
Kevin Bailey,141.17319783841575,Kevin Bailey,Kevin,Bailey,141.17,True
Lauren Pace,132.2545210328189,Lauren Pace,Lauren,Pace,132.25,True
Suzanne Ruiz,121.24994851939812,Suzanne Ruiz,Suzanne,Ruiz,121.25,True
Jimmy Brandt,281.88633384707236,Jimmy Brandt,Jimmy,Brandt,281.89,True
Crystal Patterson,257.9788502336612,Crystal Patterson,Crystal,Patterson,257.98,True
Marie Keller,262.8692979371009,Marie Keller,Marie,Keller,262.87,True
Brent Douglas,241.4519280000783,Brent Douglas,Brent,Douglas,241.45,True
Timothy Yoder,35.820156867030924,Timothy Yoder,Timothy,Yoder,35.82,
Bobby Brown,258.2177753170821,Bobby Brown,Bobby,Brown,258.22,True
Matthew Lindsey,196.1645221678661,Matthew Lindsey,Matthew,Lindsey,196.16,True
Ashley Horn,253.30560530250187,Ashley Horn,Ashley,Horn,253.31,True
Michael Crane,130.20611627175018,Michael Crane,Michael,Crane,130.21,True
Steven Moses,37.569206698394545,Steven Moses,Steven,Moses,37.57,
Sabrina Caldwell,207.96433080634614,Sabrina Caldwell,Sabrina,Caldwell,207.96,True
Peter Rodriguez,44.33692458929501,Peter Rodriguez,Peter,Rodriguez,44.34,
Thomas Santos,50.78965716537794,Thomas Santos,Thomas,Santos,50.79,
Christopher Moses,7.9470895501551295,Christopher Moses,Christopher,Moses,7.95,
Christina Macdonald,70.6910717544648,Christina Macdonald,Christina,Macdonald,70.69,
Anne Moyer,39.000525567971934,Anne Moyer,Anne,Moyer,39.0,
Christopher Miller,73.7495242503858,Christopher Miller,Christopher,Miller,73.75,
Amanda Evans MD,49.99389680833624,Amanda Evans MD,Amanda,Evans,49.99,
Michael Hoffman,292.8145513964162,Michael Hoffman,Michael,Hoffman,292.81,True
Christina Parker,60.60489275270635,Christina Parker,Christina,Parker,60.6,
Allen Yang,103.97320126290279,Allen Yang,Allen,Yang,103.97,True
William Craig,132.2624236084373,William Craig,William,Craig,132.26,True
Natalie Lawrence,73.08691352953441,Natalie Lawrence,Natalie,Lawrence,73.09,
Leslie Phillips,54.08477101581161,Leslie Phillips,Leslie,Phillips,54.08,
Kelsey Blanchard,233.66690485599545,Kelsey Blanchard,Kelsey,Blanchard,233.67,True
Justin Romero,291.79921130246487,Justin Romero,Justin,Romero,291.8,True
Christopher Robertson,155.3487848114029,Christopher Robertson,Christopher,Robertson,155.35,True
Don Soto,123.4344277968037,Don Soto,Don,Soto,123.43,True
Amanda Carter,196.12845916867585,Amanda Carter,Amanda,Carter,196.13,True
Rebecca Miller,253.13597745062626,Rebecca Miller,Rebecca,Miller,253.14,True
Mr. Billy Morgan,128.10508095880306,Billy Morgan,Billy,Morgan,128.11,True
Susan King,290.4352342855215,Susan King,Susan,King,290.44,True
Nichole Kim,197.44095941931633,Nichole Kim,Nichole,Kim,197.44,True
Jennifer Brennan,6.43179831617956,Jennifer Brennan,Jennifer,Brennan,6.43,
Marissa Salas,266.46536484003866,Marissa Salas,Marissa,Salas,266.47,True
Leslie Soto,257.39170628546503,Leslie Soto,Leslie,Soto,257.39,True
Christopher Romero,265.8734427005707,Christopher Romero,Christopher,Romero,265.87,True
Catherine Smith,121.62442632095384,Catherine Smith,Catherine,Smith,121.62,True
Casey Sparks,223.43320079138627,Casey Sparks,Casey,Sparks,223.43,True
Joy Bass DDS,9.330745567542076,Joy Bass DDS,Joy,Bass,9.33,
Andrew Freeman,30.81235102841965,Andrew Freeman,Andrew,Freeman,30.81,
Kristi Phillips,98.29957713348516,Kristi Phillips,Kristi,Phillips,98.3,
Lisa Harvey,51.90383152540677,Lisa Harvey,Lisa,Harvey,51.9,
Molly Stevens,114.4886036264422,Molly Stevens,Molly,Stevens,114.49,True
Heather Logan,287.6413525293261,Heather Logan,Heather,Logan,287.64,True
Michelle Ferrell,237.92573112992832,Michelle Ferrell,Michelle,Ferrell,237.93,True
Ashley Carter,0.9361117677933573,Ashley Carter,Ashley,Carter,0.94,
Cathy Rodriguez,271.20890075624936,Cathy Rodriguez,Cathy,Rodriguez,271.21,True
Curtis King,174.1329330364785,Curtis King,Curtis,King,174.13,True
Kevin White,134.27673756092494,Kevin White,Kevin,White,134.28,True
Mr. Michael Frey,114.71669614638996,Michael Frey,Michael,Frey,114.72,True
Joan Bennett,53.82727440404567,Joan Bennett,Joan,Bennett,53.83,
Christine Townsend,146.9949922306848,Christine Townsend,Christine,Townsend,146.99,True
Jeremy Smith,52.45978554419857,Jeremy Smith,Jeremy,Smith,52.46,
Robert Brooks,215.38984173073817,Robert Brooks,Robert,Brooks,215.39,True
Riley Sims,7.442438305933341,Riley Sims,Riley,Sims,7.44,
Michael Barnett,70.13114802192949,Michael Barnett,Michael,Barnett,70.13,
Julie Lewis,225.28680543568046,Julie Lewis,Julie,Lewis,225.29,True
Madison Collins,289.40756622855133,Madison Collins,Madison,Collins,289.41,True
Sheila Roberts,88.017965420116,Sheila Roberts,Sheila,Roberts,88.02,
Sandy Logan,152.8334934476519,Sandy Logan,Sandy,Logan,152.83,True
Lisa Sanders,224.68472309817597,Lisa Sanders,Lisa,Sanders,224.68,True
Alan Carrillo,82.52795011986903,Alan Carrillo,Alan,Carrillo,82.53,
Bryan Gonzalez,292.3499164257116,Bryan Gonzalez,Bryan,Gonzalez,292.35,True
Tony Campbell,227.56166298292717,Tony Campbell,Tony,Campbell,227.56,True
Tricia Diaz,226.85052838202225,Tricia Diaz,Tricia,Diaz,226.85,True
Thomas Bautista,172.73401905825094,Thomas Bautista,Thomas,Bautista,172.73,True
Leah Adams,262.46956973194574,Leah Adams,Leah,Adams,262.47,True
Sarah Garcia,142.5806502169209,Sarah Garcia,Sarah,Garcia,142.58,True
Samuel Kelly,74.13104205447273,Samuel Kelly,Samuel,Kelly,74.13,
Donald Davis,40.422760574128226,Donald Davis,Donald,Davis,40.42,
Jason Clayton,46.442949359900815,Jason Clayton,Jason,Clayton,46.44,
Steven Johnson,56.812809755019465,Steven Johnson,Steven,Johnson,56.81,
Mr. Jack Morales,232.51049548859882,Jack Morales,Jack,Morales,232.51,True
Mark Harrington,34.55409068308516,Mark Harrington,Mark,Harrington,34.55,
Sarah Johnston,250.27483391983645,Sarah Johnston,Sarah,Johnston,250.27,True
Eric Mclean,10.031120184650034,Eric Mclean,Eric,Mclean,10.03,
Andrea Wallace,275.3752428826852,Andrea Wallace,Andrea,Wallace,275.38,True
Jessica Nash,299.7879918558727,Jessica Nash,Jessica,Nash,299.79,True
Sherry Washington,172.71163353040401,Sherry Washington,Sherry,Washington,172.71,True
Christopher Mcdonald,160.4626889093512,Christopher Mcdonald,Christopher,Mcdonald,160.46,True
Amber Frey,34.950236614386,Amber Frey,Amber,Frey,34.95,
Paul Hernandez,289.54595996601864,Paul Hernandez,Paul,Hernandez,289.55,True
Caitlin Wolfe,133.4922040143948,Caitlin Wolfe,Caitlin,Wolfe,133.49,True
Linda Moore,109.11136403167362,Linda Moore,Linda,Moore,109.11,True
Emily Kennedy,184.3424333290572,Emily Kennedy,Emily,Kennedy,184.34,True
Johnathan Roberts,240.06711055092944,Johnathan Roberts,Johnathan,Roberts,240.07,True
Sheila Meyer,8.951606400961198,Sheila Meyer,Sheila,Meyer,8.95,
John Miller,12.776982882957089,John Miller,John,Miller,12.78,
Brian Taylor,206.10722115076598,Brian Taylor,Brian,Taylor,206.11,True
April Johnson,44.63908320211085,April Johnson,April,Johnson,44.64,
Jacqueline Roberts,257.7600616878989,Jacqueline Roberts,Jacqueline,Roberts,257.76,True
Deborah Mullins,8.124780780251651,Deborah Mullins,Deborah,Mullins,8.12,
John Morales,282.1522773872561,John Morales,John,Morales,282.15,True
Sara Knight,69.11948653168231,Sara Knight,Sara,Knight,69.12,
Nicholas Jones,147.9903375597529,Nicholas Jones,Nicholas,Jones,147.99,True
Melissa Smith,137.90242488979905,Melissa Smith,Melissa,Smith,137.9,True
Sophia Bush DDS,240.3544328527837,Sophia Bush DDS,Sophia,Bush,240.35,True
Amanda Haynes,254.4947746787632,Amanda Haynes,Amanda,Haynes,254.49,True
Mark Scott,217.3465903056706,Mark Scott,Mark,Scott,217.35,True
Briana Stout,284.92327718086096,Briana Stout,Briana,Stout,284.92,True
Adriana Hernandez,137.05539687074528,Adriana Hernandez,Adriana,Hernandez,137.06,True
Savannah Owens,114.15849409224457,Savannah Owens,Savannah,Owens,114.16,True
Darrell Miller,235.3969843906361,Darrell Miller,Darrell,Miller,235.4,True
Kathleen Cole,9.458820417309898,Kathleen Cole,Kathleen,Cole,9.46,
Debra Greene,17.70913104519224,Debra Greene,Debra,Greene,17.71,
Miranda Thomas,209.7660575937133,Miranda Thomas,Miranda,Thomas,209.77,True
Miranda Grimes,30.16987174853923,Miranda Grimes,Miranda,Grimes,30.17,
Robert Murray,45.25530845913621,Robert Murray,Robert,Murray,45.26,
Emily Jimenez,68.15199020377207,Emily Jimenez,Emily,Jimenez,68.15,
Sarah Nelson,142.5966939584164,Sarah Nelson,Sarah,Nelson,142.6,True
Brandon Howard,116.91783742609466,Brandon Howard,Brandon,Howard,116.92,True
Anita Morton,174.45765302227656,Anita Morton,Anita,Morton,174.46,True
Tanya Gomez,141.95665034980698,Tanya Gomez,Tanya,Gomez,141.96,True
Brenda Ramirez,182.47415052157712,Brenda Ramirez,Brenda,Ramirez,182.47,True
William Kim,59.61513307087645,William Kim,William,Kim,59.62,
Jade Larsen,15.484456061544485,Jade Larsen,Jade,Larsen,15.48,
Dale Aguilar,285.87823249289767,Dale Aguilar,Dale,Aguilar,285.88,True
Mary Parsons,97.64927000598064,Mary Parsons,Mary,Parsons,97.65,
Juan Walker,282.04394994444414,Juan Walker,Juan,Walker,282.04,True
Andres Davis,132.05283614043742,Andres Davis,Andres,Davis,132.05,True
Amy Brock,216.59099986826888,Amy Brock,Amy,Brock,216.59,True
Melissa Spencer,204.32191839789962,Melissa Spencer,Melissa,Spencer,204.32,True
Michael Conner,254.20360858191668,Michael Conner,Michael,Conner,254.2,True
Christina Norman,240.0086072183662,Christina Norman,Christina,Norman,240.01,True
Claudia Powell,138.31670926761447,Claudia Powell,Claudia,Powell,138.32,True
Christopher Smith,149.87766817292098,Christopher Smith,Christopher,Smith,149.88,True
Jason Reyes,201.30170329461512,Jason Reyes,Jason,Reyes,201.3,True
Teresa Powers,74.9486462442499,Teresa Powers,Teresa,Powers,74.95,
Mr. Michael Garcia,58.20755010811226,Michael Garcia,Michael,Garcia,58.21,
Jordan Owens,173.40152804873216,Jordan Owens,Jordan,Owens,173.4,True
Brianna Strickland,109.38491836069036,Brianna Strickland,Brianna,Strickland,109.38,True
Henry Newton,15.916508522147145,Henry Newton,Henry,Newton,15.92,
Brittney Salinas,185.21576930317084,Brittney Salinas,Brittney,Salinas,185.22,True
Susan Burton,81.3529773148869,Susan Burton,Susan,Burton,81.35,
Autumn Anderson,174.85023716931,Autumn Anderson,Autumn,Anderson,174.85,True
Philip Craig,181.80332891808854,Philip Craig,Philip,Craig,181.8,True
Rickey Hansen,98.17265482479885,Rickey Hansen,Rickey,Hansen,98.17,
Kenneth Mitchell,179.26928117185452,Kenneth Mitchell,Kenneth,Mitchell,179.27,True
Jasmine Trevino,154.89284346344533,Jasmine Trevino,Jasmine,Trevino,154.89,True
James Gomez,236.19005719563597,James Gomez,James,Gomez,236.19,True
Steven Barnes,164.34470392870642,Steven Barnes,Steven,Barnes,164.34,True
Sara Lawrence,191.97298957247398,Sara Lawrence,Sara,Lawrence,191.97,True
Alejandro Moore DVM,69.5586482855367,Alejandro Moore DVM,Alejandro,Moore,69.56,
Chris Sanchez,126.87626876179708,Chris Sanchez,Chris,Sanchez,126.88,True
James Lamb,37.85686767710743,James Lamb,James,Lamb,37.86,
Blake Cox,298.89183764140114,Blake Cox,Blake,Cox,298.89,True
Brandon Oliver,65.84316068357295,Brandon Oliver,Brandon,Oliver,65.84,
Kelly Olsen,222.08025015944253,Kelly Olsen,Kelly,Olsen,222.08,True
Lisa Obrien,270.59417530797896,Lisa Obrien,Lisa,Obrien,270.59,True
Deanna Barnes,235.80031932779337,Deanna Barnes,Deanna,Barnes,235.8,True
David Knight,98.60176628622808,David Knight,David,Knight,98.6,
Eric David,172.01307821566098,Eric David,Eric,David,172.01,True
Darryl Williams,189.9482256120958,Darryl Williams,Darryl,Williams,189.95,True
Anne Kaiser,258.03371484357797,Anne Kaiser,Anne,Kaiser,258.03,True
Carol Richards,190.318127018152,Carol Richards,Carol,Richards,190.32,True
Thomas Maldonado,210.49365813476828,Thomas Maldonado,Thomas,Maldonado,210.49,True
Darrell Cruz,170.69594518302767,Darrell Cruz,Darrell,Cruz,170.7,True
Samuel Gamble,290.1099942944967,Samuel Gamble,Samuel,Gamble,290.11,True
April Sanchez,102.83512340767187,April Sanchez,April,Sanchez,102.84,True
David Lee,195.63808966438307,David Lee,David,Lee,195.64,True
Mark Mejia,173.3984404456658,Mark Mejia,Mark,Mejia,173.4,True
Nicholas Wright,227.75111235363465,Nicholas Wright,Nicholas,Wright,227.75,True
Christine Hartman,234.53460374570201,Christine Hartman,Christine,Hartman,234.53,True
Janet Hill,286.8428278955745,Janet Hill,Janet,Hill,286.84,True
Stephanie Jenkins DDS,260.1018090747021,Stephanie Jenkins DDS,Stephanie,Jenkins,260.1,True
Mark Walker,45.77623322149135,Mark Walker,Mark,Walker,45.78,
Timothy Dominguez,265.56230759380037,Timothy Dominguez,Timothy,Dominguez,265.56,True
Leslie Gonzalez,104.29871580726255,Leslie Gonzalez,Leslie,Gonzalez,104.3,True
Holly Hayes,285.3167468196648,Holly Hayes,Holly,Hayes,285.32,True
Shannon Long,222.06731930235932,Shannon Long,Shannon,Long,222.07,True
Jermaine Hardy,284.01621397735187,Jermaine Hardy,Jermaine,Hardy,284.02,True
Billy Thomas,27.27240574582045,Billy Thomas,Billy,Thomas,27.27,
Donna Terry,53.96477595515957,Donna Terry,Donna,Terry,53.96,
Jaclyn Chapman,88.93037911296305,Jaclyn Chapman,Jaclyn,Chapman,88.93,
Jasmine Cox,151.456923928503,Jasmine Cox,Jasmine,Cox,151.46,True
Elizabeth Hart,38.685230875328216,Elizabeth Hart,Elizabeth,Hart,38.69,
Meagan Evans,272.1712791873438,Meagan Evans,Meagan,Evans,272.17,True
Peter Sanchez,247.0602126505788,Peter Sanchez,Peter,Sanchez,247.06,True
Dana Thomas,37.554896550900274,Dana Thomas,Dana,Thomas,37.55,
Teresa Mitchell,231.96717439994492,Teresa Mitchell,Teresa,Mitchell,231.97,True
Jacob Owen,49.72549797151967,Jacob Owen,Jacob,Owen,49.73,
Shane Torres,149.57379229658812,Shane Torres,Shane,Torres,149.57,True
John White,77.22075241830937,John White,John,White,77.22,
Kelsey Martinez,170.08116747553274,Kelsey Martinez,Kelsey,Martinez,170.08,True
Janice Perez,24.590911677257772,Janice Perez,Janice,Perez,24.59,
James Villanueva,111.59523856897863,James Villanueva,James,Villanueva,111.6,True
Courtney Hill,6.800844261614571,Courtney Hill,Courtney,Hill,6.8,
Melissa Sheppard,123.75199350519232,Melissa Sheppard,Melissa,Sheppard,123.75,True
Stephen White,67.51070527773894,Stephen White,Stephen,White,67.51,
Lisa Coleman,181.6647198000183,Lisa Coleman,Lisa,Coleman,181.66,True
Jason Wade,146.2111587978869,Jason Wade,Jason,Wade,146.21,True
Erik Davis,94.92569272434186,Erik Davis,Erik,Davis,94.93,
Daniel Lewis,277.74852922937094,Daniel Lewis,Daniel,Lewis,277.75,True
Robert Fields,16.371087628134685,Robert Fields,Robert,Fields,16.37,
Anthony Shelton,202.26327916785092,Anthony Shelton,Anthony,Shelton,202.26,True
Peter Peterson,234.86931753498172,Peter Peterson,Peter,Peterson,234.87,True
Terrence Bradford,254.53538932363887,Terrence Bradford,Terrence,Bradford,254.54,True
Matthew Nguyen,47.232864945021475,Matthew Nguyen,Matthew,Nguyen,47.23,
Carla Martinez,256.669539618552,Carla Martinez,Carla,Martinez,256.67,True
Eric West,77.79960818450004,Eric West,Eric,West,77.8,
Holly Wade,260.21711449917217,Holly Wade,Holly,Wade,260.22,True
Andrea Ward,50.27717472473332,Andrea Ward,Andrea,Ward,50.28,
Hannah Miller,223.62128891376443,Hannah Miller,Hannah,Miller,223.62,True
Kimberly Watkins,257.0239545311416,Kimberly Watkins,Kimberly,Watkins,257.02,True
Mark Cherry,98.31182012836769,Mark Cherry,Mark,Cherry,98.31,
Mary Randolph,214.95469640545818,Mary Randolph,Mary,Randolph,214.95,True
John Smith,294.26482134257617,John Smith,John,Smith,294.26,True
Katherine Frazier,34.99886485429881,Katherine Frazier,Katherine,Frazier,35.0,
Matthew Carey,191.48574746402105,Matthew Carey,Matthew,Carey,191.49,True
Sean Burgess,258.5043923245743,Sean Burgess,Sean,Burgess,258.5,True
Kelli Turner,95.2135178015273,Kelli Turner,Kelli,Turner,95.21,
Beth Davis,34.80998375796165,Beth Davis,Beth,Davis,34.81,
Robert Terrell,225.96587116925647,Robert Terrell,Robert,Terrell,225.97,True
Taylor Ochoa,104.67043320953259,Taylor Ochoa,Taylor,Ochoa,104.67,True
John Vasquez,108.0586544311749,John Vasquez,John,Vasquez,108.06,True
Peter Castillo,66.74884987998288,Peter Castillo,Peter,Castillo,66.75,
Samantha Aguilar,250.09216125013856,Samantha Aguilar,Samantha,Aguilar,250.09,True
Tyler Daugherty,20.549258455752057,Tyler Daugherty,Tyler,Daugherty,20.55,
Michael Lee,206.79757481030876,Michael Lee,Michael,Lee,206.8,True
Destiny Black,81.46505362228527,Destiny Black,Destiny,Black,81.47,
Mrs. Stephanie Mitchell,9.182266696264774,Stephanie Mitchell,Stephanie,Mitchell,9.18,
Phillip Mckenzie,87.42143441343376,Phillip Mckenzie,Phillip,Mckenzie,87.42,
Patrick Carter,255.56574645206717,Patrick Carter,Patrick,Carter,255.57,True
Matthew Mccall,297.2237004873753,Matthew Mccall,Matthew,Mccall,297.22,True
Mrs. Misty Ramsey,4.357155153994652,Misty Ramsey,Misty,Ramsey,4.36,
Valerie Clark,46.47167636572858,Valerie Clark,Valerie,Clark,46.47,
Michael Matthews,206.7506034536729,Michael Matthews,Michael,Matthews,206.75,True
Laura Garrett,107.2507586918286,Laura Garrett,Laura,Garrett,107.25,True
David Young,55.3124650337734,David Young,David,Young,55.31,
Ryan Jones,138.2401887376712,Ryan Jones,Ryan,Jones,138.24,True
Sean Mcdonald,243.0893356168145,Sean Mcdonald,Sean,Mcdonald,243.09,True
Seth Lopez,204.947985308724,Seth Lopez,Seth,Lopez,204.95,True
Daniel Hickman,94.57711685301588,Daniel Hickman,Daniel,Hickman,94.58,
Robin Graves,226.52769026780254,Robin Graves,Robin,Graves,226.53,True
Brian Rodriguez,14.270942213066762,Brian Rodriguez,Brian,Rodriguez,14.27,
Rebecca Stevenson,123.74083565178465,Rebecca Stevenson,Rebecca,Stevenson,123.74,True
Michaela Taylor,203.30170150690662,Michaela Taylor,Michaela,Taylor,203.3,True
Erin King,164.69329716462596,Erin King,Erin,King,164.69,True
Jennifer Hale,100.70802963259408,Jennifer Hale,Jennifer,Hale,100.71,True
Jennifer Williams,227.23089836586465,Jennifer Williams,Jennifer,Williams,227.23,True
Sharon Webster,51.55698967902519,Sharon Webster,Sharon,Webster,51.56,
Evelyn Adams,287.92650040642286,Evelyn Adams,Evelyn,Adams,287.93,True
Melissa Mclean,291.93151321428206,Melissa Mclean,Melissa,Mclean,291.93,True
Sean Martinez,190.07035581633025,Sean Martinez,Sean,Martinez,190.07,True
Nancy Williams,83.32900671022328,Nancy Williams,Nancy,Williams,83.33,
Cheryl Richards,273.5303346288304,Cheryl Richards,Cheryl,Richards,273.53,True
Eduardo Martinez,222.776424655431,Eduardo Martinez,Eduardo,Martinez,222.78,True
Michael Stephens,257.956781496097,Michael Stephens,Michael,Stephens,257.96,True
